date,product_id,sales,price,promotion,region,year,month,week,day_of_week,quarter,is_weekend,sales_lag_7,sales_lag_30,rolling_mean_7,rolling_mean_30,product_id_enc,region_enc
2021-09-22,P002,141,72.1,1,West,2021,9,38,2,3,0,103.0,462.0,195.28571428571428,271.3666666666667,1,3
2021-09-23,P002,313,28.08,0,South,2021,9,38,3,3,0,298.0,104.0,197.42857142857142,278.3333333333333,1,2
2021-09-24,P003,467,58.22,0,North,2021,9,38,4,3,0,288.0,408.0,223.0,280.3,2,1
2021-09-25,P003,340,18.7,0,North,2021,9,38,5,3,1,278.0,180.0,231.85714285714286,285.6333333333333,2,1
2021-09-26,P002,145,50.53,0,North,2021,9,38,6,3,1,116.0,337.0,236.0,279.23333333333335,1,1
2021-09-27,P001,137,78.05,0,West,2021,9,39,0,3,0,100.0,315.0,241.28571428571428,273.3,0,3
2021-09-28,P001,127,41.28,0,East,2021,9,39,1,3,0,146.0,415.0,238.57142857142858,263.7,0,0
2021-09-29,P002,337,69.84,0,West,2021,9,39,2,3,0,141.0,211.0,266.57142857142856,267.9,1,3
2021-09-30,P001,169,81.59,0,South,2021,9,39,3,3,0,313.0,429.0,246.0,259.23333333333335,0,2
2021-10-01,P002,351,93.45,0,South,2021,10,39,4,4,0,467.0,136.0,229.42857142857142,266.4,1,2
2021-10-02,P001,449,31.12,0,South,2021,10,39,5,4,1,340.0,104.0,245.0,277.9,0,2
2021-10-03,P001,214,45.94,0,South,2021,10,39,6,4,1,145.0,337.0,254.85714285714286,273.8,0,2
2021-10-04,P003,231,23.72,0,North,2021,10,40,0,4,0,137.0,227.0,268.2857142857143,273.93333333333334,2,1
2021-10-05,P003,447,99.32,1,North,2021,10,40,1,4,0,127.0,440.0,314.0,274.1666666666667,2,1
2021-10-06,P001,272,93.43,1,West,2021,10,40,2,4,0,337.0,398.0,304.7142857142857,269.96666666666664,0,3
2021-10-07,P001,360,58.6,0,East,2021,10,40,3,4,0,169.0,57.0,332.0,280.06666666666666,0,0
2021-10-08,P003,481,85.78,1,South,2021,10,40,4,4,0,351.0,370.0,350.57142857142856,283.76666666666665,2,2
2021-10-09,P003,56,56.89,0,West,2021,10,40,5,4,1,449.0,362.0,294.42857142857144,273.56666666666666,2,3
2021-10-10,P003,379,66.12,1,North,2021,10,40,6,4,1,214.0,296.0,318.0,276.3333333333333,2,1
2021-10-11,P002,312,18.02,0,North,2021,10,41,0,4,0,231.0,372.0,329.57142857142856,274.3333333333333,1,1
2021-10-12,P001,210,77.97,0,East,2021,10,41,1,4,0,447.0,492.0,295.7142857142857,264.93333333333334,0,0
2021-10-13,P003,200,21.49,0,East,2021,10,41,2,4,0,272.0,304.0,285.42857142857144,261.46666666666664,2,0
2021-10-14,P001,134,84.35,0,East,2021,10,41,3,4,0,360.0,377.0,253.14285714285714,253.36666666666667,0,0
2021-10-15,P002,196,80.38,0,West,2021,10,41,4,4,0,481.0,103.0,212.42857142857142,256.46666666666664,1,3
2021-10-16,P002,161,73.79,0,North,2021,10,41,5,4,1,56.0,298.0,227.42857142857142,251.9,1,1
2021-10-17,P003,430,13.25,0,North,2021,10,41,6,4,1,379.0,288.0,234.71428571428572,256.6333333333333,2,1
2021-10-18,P002,452,37.28,0,East,2021,10,42,0,4,0,312.0,278.0,254.71428571428572,262.43333333333334,1,0
2021-10-19,P001,85,33.68,0,South,2021,10,42,1,4,0,210.0,116.0,236.85714285714286,261.4,0,2
2021-10-20,P003,334,42.41,1,East,2021,10,42,2,4,0,200.0,100.0,256.0,269.2,2,0
2021-10-21,P001,237,17.89,0,West,2021,10,42,3,4,0,134.0,146.0,270.7142857142857,272.23333333333335,0,3
2021-10-22,P001,131,94.33,0,East,2021,10,42,4,4,0,196.0,141.0,261.42857142857144,271.9,0,0
2021-10-23,P002,51,59.84,0,East,2021,10,42,5,4,1,161.0,313.0,245.71428571428572,263.1666666666667,1,0
2021-10-24,P002,434,37.5,0,West,2021,10,42,6,4,1,430.0,467.0,246.28571428571428,262.06666666666666,1,3
2021-10-25,P002,352,45.73,0,East,2021,10,43,0,4,0,452.0,340.0,232.0,262.46666666666664,1,0
2021-10-26,P002,246,50.25,1,North,2021,10,43,1,4,0,85.0,145.0,255.0,265.8333333333333,1,1
2021-10-27,P002,453,64.05,0,South,2021,10,43,2,4,0,334.0,137.0,272.0,276.3666666666667,1,2
2021-10-28,P003,60,56.41,0,East,2021,10,43,3,4,0,237.0,127.0,246.71428571428572,274.1333333333333,2,0
2021-10-29,P001,283,92.75,1,West,2021,10,43,4,4,0,131.0,337.0,268.42857142857144,272.3333333333333,0,3
2021-10-30,P001,435,54.73,0,South,2021,10,43,5,4,1,51.0,169.0,323.2857142857143,281.2,0,2
2021-10-31,P001,244,99.29,0,West,2021,10,43,6,4,1,434.0,351.0,296.14285714285717,277.6333333333333,0,3
2021-11-01,P001,168,86.63,0,South,2021,11,44,0,4,0,352.0,449.0,269.85714285714283,268.26666666666665,0,2
2021-11-02,P002,445,28.77,0,South,2021,11,44,1,4,0,246.0,214.0,298.2857142857143,275.96666666666664,1,2
2021-11-03,P001,69,93.75,0,East,2021,11,44,2,4,0,453.0,231.0,243.42857142857142,270.56666666666666,0,0
2021-11-04,P003,310,20.47,0,North,2021,11,44,3,4,0,60.0,447.0,279.14285714285717,266.0,2,1
2021-11-05,P003,342,83.57,0,East,2021,11,44,4,4,0,283.0,272.0,287.57142857142856,268.3333333333333,2,0
2021-11-06,P001,471,44.26,1,West,2021,11,44,5,4,1,435.0,360.0,292.7142857142857,272.03333333333336,0,3
2021-11-07,P001,305,89.02,0,West,2021,11,44,6,4,1,244.0,481.0,301.42857142857144,266.1666666666667,0,3
2021-11-08,P003,271,88.13,0,South,2021,11,45,0,4,0,168.0,56.0,316.14285714285717,273.3333333333333,2,2
2021-11-09,P003,442,82.53,0,South,2021,11,45,1,4,0,445.0,379.0,315.7142857142857,275.43333333333334,2,2
2021-11-10,P002,275,81.1,0,North,2021,11,45,2,4,0,69.0,312.0,345.14285714285717,274.2,1,1
2021-11-11,P003,102,37.42,0,East,2021,11,45,3,4,0,310.0,210.0,315.42857142857144,270.6,2,0
2021-11-12,P002,477,17.28,0,West,2021,11,45,4,4,0,342.0,200.0,334.7142857142857,279.8333333333333,1,3
2021-11-13,P002,404,46.27,1,South,2021,11,45,5,4,1,471.0,134.0,325.14285714285717,288.8333333333333,1,2
2021-11-14,P002,391,25.62,0,North,2021,11,45,6,4,1,305.0,196.0,337.42857142857144,295.3333333333333,1,1
2021-11-15,P002,413,72.55,0,West,2021,11,46,0,4,0,271.0,161.0,357.7142857142857,303.73333333333335,1,3
2021-11-16,P002,329,41.15,0,South,2021,11,46,1,4,0,442.0,430.0,341.57142857142856,300.3666666666667,1,2
2021-11-17,P001,130,97.8,0,West,2021,11,46,2,4,0,275.0,452.0,320.85714285714283,289.6333333333333,0,3
2021-11-18,P003,251,67.69,0,North,2021,11,46,3,4,0,102.0,85.0,342.14285714285717,295.1666666666667,2,1
2021-11-19,P002,207,84.02,0,North,2021,11,46,4,4,0,477.0,334.0,303.57142857142856,290.93333333333334,1,1
2021-11-20,P003,169,21.93,0,West,2021,11,46,5,4,1,404.0,237.0,270.0,288.6666666666667,2,3
2021-11-21,P003,108,87.58,0,East,2021,11,46,6,4,1,391.0,131.0,229.57142857142858,287.9,2,0
2021-11-22,P002,264,93.05,1,West,2021,11,47,0,4,0,413.0,51.0,208.28571428571428,295.0,1,3
2021-11-23,P001,177,53.84,1,South,2021,11,47,1,4,0,329.0,434.0,186.57142857142858,286.43333333333334,0,2
2021-11-24,P002,273,64.56,0,East,2021,11,47,2,4,0,130.0,352.0,207.0,283.8,1,0
2021-11-25,P001,258,78.83,1,South,2021,11,47,3,4,0,251.0,246.0,208.0,284.2,0,2
2021-11-26,P003,419,25.74,0,West,2021,11,47,4,4,0,207.0,453.0,238.28571428571428,283.06666666666666,2,3
2021-11-27,P001,164,55.23,1,East,2021,11,47,5,4,1,169.0,60.0,237.57142857142858,286.53333333333336,0,0
2021-11-28,P001,258,45.88,0,South,2021,11,47,6,4,1,108.0,283.0,259.0,285.7,0,2
2021-11-29,P001,63,23.17,1,West,2021,11,48,0,4,0,264.0,435.0,230.28571428571428,273.3,0,3
2021-11-30,P003,58,43.08,1,West,2021,11,48,1,4,0,177.0,244.0,213.28571428571428,267.1,2,3
2021-12-01,P003,89,16.14,0,East,2021,12,48,2,4,0,273.0,168.0,187.0,264.46666666666664,2,0
2021-12-02,P001,499,12.32,1,West,2021,12,48,3,4,0,258.0,445.0,221.42857142857142,266.26666666666665,0,3
2021-12-03,P001,286,22.16,0,North,2021,12,48,4,4,0,419.0,69.0,202.42857142857142,273.5,0,1
2021-12-04,P002,330,96.68,0,South,2021,12,48,5,4,1,164.0,310.0,226.14285714285714,274.1666666666667,1,2
2021-12-05,P001,408,59.46,0,South,2021,12,48,6,4,1,258.0,342.0,247.57142857142858,276.3666666666667,0,2
2021-12-06,P002,250,96.92,0,West,2021,12,49,0,4,0,63.0,471.0,274.2857142857143,269.0,1,3
2021-12-07,P001,295,48.92,0,West,2021,12,49,1,4,0,58.0,305.0,308.14285714285717,268.6666666666667,0,3
2021-12-08,P002,327,38.06,0,North,2021,12,49,2,4,0,89.0,271.0,342.14285714285717,270.53333333333336,1,1
2021-12-09,P003,284,55.55,1,East,2021,12,49,3,4,0,499.0,442.0,311.42857142857144,265.26666666666665,2,0
2021-12-10,P001,53,49.56,0,West,2021,12,49,4,4,0,286.0,275.0,278.14285714285717,257.8666666666667,0,3
2021-12-11,P001,203,19.51,0,West,2021,12,49,5,4,1,330.0,102.0,260.0,261.23333333333335,0,3
2021-12-12,P001,491,67.67,1,West,2021,12,49,6,4,1,408.0,477.0,271.85714285714283,261.7,0,3
2021-12-13,P001,78,29.44,1,West,2021,12,50,0,4,0,250.0,404.0,247.28571428571428,250.83333333333334,0,3
2021-12-14,P002,158,65.76,1,South,2021,12,50,1,4,0,295.0,391.0,227.71428571428572,243.06666666666666,1,2
2021-12-15,P001,147,68.52,0,West,2021,12,50,2,4,0,327.0,413.0,202.0,234.2,0,3
2021-12-16,P003,264,23.68,1,South,2021,12,50,3,4,0,284.0,329.0,199.14285714285714,232.03333333333333,2,2
2021-12-17,P003,342,15.52,0,West,2021,12,50,4,4,0,53.0,130.0,240.42857142857142,239.1,2,3
2021-12-18,P001,124,80.27,0,East,2021,12,50,5,4,1,203.0,251.0,229.14285714285714,234.86666666666667,0,0
2021-12-19,P003,375,51.38,0,North,2021,12,50,6,4,1,491.0,207.0,212.57142857142858,240.46666666666667,2,1
2021-12-20,P001,195,15.23,0,East,2021,12,51,0,4,0,78.0,169.0,229.28571428571428,241.33333333333334,0,0
2021-12-21,P001,177,99.54,0,West,2021,12,51,1,4,0,158.0,108.0,232.0,243.63333333333333,0,3
2021-12-22,P003,390,15.2,0,West,2021,12,51,2,4,0,147.0,264.0,266.7142857142857,247.83333333333334,2,3
2021-12-23,P001,91,72.55,0,West,2021,12,51,3,4,0,264.0,177.0,242.0,244.96666666666667,0,3
2021-12-24,P003,405,98.53,0,East,2021,12,51,4,4,0,342.0,273.0,251.0,249.36666666666667,2,0
2021-12-25,P002,90,31.53,0,West,2021,12,51,5,4,1,124.0,258.0,246.14285714285714,243.76666666666668,1,3
2021-12-26,P001,471,22.8,0,East,2021,12,51,6,4,1,375.0,419.0,259.85714285714283,245.5,0,0
2021-12-27,P002,83,20.92,0,South,2021,12,52,0,4,0,195.0,164.0,243.85714285714286,242.8,1,2
2021-12-28,P003,66,37.29,0,North,2021,12,52,1,4,0,177.0,258.0,228.0,236.4,2,1
2021-12-29,P002,214,19.09,0,North,2021,12,52,2,4,0,390.0,63.0,202.85714285714286,241.43333333333334,1,1
2021-12-30,P002,202,72.29,0,East,2021,12,52,3,4,0,91.0,58.0,218.71428571428572,246.23333333333332,1,0
2021-12-31,P003,427,15.61,1,South,2021,12,52,4,4,0,405.0,89.0,221.85714285714286,257.5,2,2
2022-01-01,P002,125,55.85,0,East,2022,1,52,5,1,1,90.0,499.0,226.85714285714286,245.03333333333333,1,0
2022-01-02,P002,136,99.7,0,South,2022,1,52,6,1,1,471.0,286.0,179.0,240.03333333333333,1,2
2022-01-03,P003,166,83.26,0,West,2022,1,1,0,1,0,83.0,330.0,190.85714285714286,234.56666666666666,2,3
2022-01-04,P002,411,65.37,0,South,2022,1,1,1,1,0,66.0,408.0,240.14285714285714,234.66666666666666,1,2
2022-01-05,P003,391,37.56,1,South,2022,1,1,2,1,0,214.0,250.0,265.42857142857144,239.36666666666667,2,2
2022-01-06,P002,76,66.15,0,South,2022,1,1,3,1,0,202.0,295.0,247.42857142857142,232.06666666666666,1,2
2022-01-07,P003,362,57.43,0,North,2022,1,1,4,1,0,427.0,327.0,238.14285714285714,233.23333333333332,2,1
2022-01-08,P003,336,48.35,0,South,2022,1,1,5,1,1,125.0,284.0,268.2857142857143,234.96666666666667,2,2
2022-01-09,P002,183,21.76,0,West,2022,1,1,6,1,1,136.0,53.0,275.0,239.3,1,3
2022-01-10,P002,268,89.79,0,West,2022,1,2,0,1,0,166.0,203.0,289.57142857142856,241.46666666666667,1,3
2022-01-11,P002,217,50.48,0,West,2022,1,2,1,1,0,411.0,491.0,261.85714285714283,232.33333333333334,1,3
2022-01-12,P001,147,27.52,0,South,2022,1,2,2,1,0,391.0,78.0,227.0,234.63333333333333,0,2
2022-01-13,P001,317,43.1,0,East,2022,1,2,3,1,0,76.0,158.0,261.42857142857144,239.93333333333334,0,0
2022-01-14,P001,286,47.27,0,East,2022,1,2,4,1,0,362.0,147.0,250.57142857142858,244.56666666666666,0,0
2022-01-15,P003,358,84.48,1,West,2022,1,2,5,1,1,336.0,264.0,253.71428571428572,247.7,2,3
2022-01-16,P002,443,76.03,1,North,2022,1,2,6,1,1,183.0,342.0,290.85714285714283,251.06666666666666,1,1
2022-01-17,P003,222,79.24,0,East,2022,1,3,0,1,0,268.0,124.0,284.2857142857143,254.33333333333334,2,0
2022-01-18,P001,450,10.99,0,South,2022,1,3,1,1,0,217.0,375.0,317.57142857142856,256.8333333333333,0,2
2022-01-19,P002,459,47.45,0,East,2022,1,3,2,1,0,147.0,195.0,362.14285714285717,265.6333333333333,1,0
2022-01-20,P003,239,53.32,0,West,2022,1,3,3,1,0,317.0,177.0,351.0,267.7,2,3
2022-01-21,P002,171,11.73,0,North,2022,1,3,4,1,0,286.0,390.0,334.57142857142856,260.4,1,1
2022-01-22,P003,95,33.38,1,East,2022,1,3,5,1,1,358.0,91.0,297.0,260.53333333333336,2,0
2022-01-23,P002,113,78.43,1,East,2022,1,3,6,1,1,443.0,405.0,249.85714285714286,250.8,1,0
2022-01-24,P001,179,22.34,0,West,2022,1,4,0,1,0,222.0,90.0,243.71428571428572,253.76666666666668,0,3
2022-01-25,P001,359,58.18,0,North,2022,1,4,1,1,0,450.0,471.0,230.71428571428572,250.03333333333333,0,1
2022-01-26,P002,412,29.37,0,North,2022,1,4,2,1,0,459.0,83.0,224.0,261.0,1,1
2022-01-27,P003,242,11.09,0,West,2022,1,4,3,1,0,239.0,66.0,224.42857142857142,266.8666666666667,2,3
2022-01-28,P001,356,31.71,0,South,2022,1,4,4,1,0,171.0,214.0,250.85714285714286,271.6,0,2
2022-01-29,P001,230,97.83,0,East,2022,1,4,5,1,1,95.0,202.0,270.14285714285717,272.53333333333336,0,0
2022-01-30,P001,341,82.14,0,South,2022,1,4,6,1,1,113.0,427.0,302.7142857142857,269.6666666666667,0,2
2022-01-31,P002,420,96.36,0,East,2022,1,5,0,1,0,179.0,125.0,337.14285714285717,279.5,1,0
2022-02-01,P002,331,53.91,0,East,2022,2,5,1,1,0,359.0,136.0,333.14285714285717,286.0,1,0
2022-02-02,P003,78,19.88,1,South,2022,2,5,2,1,0,412.0,166.0,285.42857142857144,283.06666666666666,2,2
2022-02-03,P003,198,59.32,0,West,2022,2,5,3,1,0,242.0,411.0,279.14285714285717,275.96666666666664,2,3
2022-02-04,P003,316,50.89,0,West,2022,2,5,4,1,0,356.0,391.0,273.42857142857144,273.46666666666664,2,3
2022-02-05,P002,345,85.99,0,East,2022,2,5,5,1,1,230.0,76.0,289.85714285714283,282.43333333333334,1,0
2022-02-06,P002,60,18.83,0,West,2022,2,5,6,1,1,341.0,362.0,249.71428571428572,272.3666666666667,1,3
2022-02-07,P003,213,53.94,0,East,2022,2,6,0,1,0,420.0,336.0,220.14285714285714,268.26666666666665,2,0
2022-02-08,P003,162,23.5,0,West,2022,2,6,1,1,0,331.0,183.0,196.0,267.56666666666666,2,3
2022-02-09,P002,236,39.22,1,East,2022,2,6,2,1,0,78.0,268.0,218.57142857142858,266.5,1,0
2022-02-10,P003,344,76.36,0,West,2022,2,6,3,1,0,198.0,217.0,239.42857142857142,270.73333333333335,2,3
2022-02-11,P001,281,52.84,1,North,2022,2,6,4,1,0,316.0,147.0,234.42857142857142,275.2,0,1
2022-02-12,P002,276,43.83,0,South,2022,2,6,5,1,1,345.0,317.0,224.57142857142858,273.8333333333333,1,2
2022-02-13,P003,359,45.5,0,North,2022,2,6,6,1,1,60.0,286.0,267.2857142857143,276.26666666666665,2,1
2022-02-14,P002,147,51.35,0,South,2022,2,7,0,1,0,213.0,358.0,257.85714285714283,269.23333333333335,1,2
2022-02-15,P001,104,80.65,0,South,2022,2,7,1,1,0,162.0,443.0,249.57142857142858,257.93333333333334,0,2
2022-02-16,P002,160,90.29,0,East,2022,2,7,2,1,0,236.0,222.0,238.71428571428572,255.86666666666667,1,0
2022-02-17,P002,201,95.98,0,South,2022,2,7,3,1,0,344.0,450.0,218.28571428571428,247.56666666666666,1,2
2022-02-18,P002,295,80.82,0,North,2022,2,7,4,1,0,281.0,459.0,220.28571428571428,242.1,1,1
2022-02-19,P002,455,38.39,1,North,2022,2,7,5,1,1,276.0,239.0,245.85714285714286,249.3,1,1
2022-02-20,P001,118,71.93,1,West,2022,2,7,6,1,1,359.0,171.0,211.42857142857142,247.53333333333333,0,3
2022-02-21,P002,361,49.38,1,North,2022,2,8,0,1,0,147.0,95.0,242.0,256.4,1,1
2022-02-22,P002,338,32.92,0,West,2022,2,8,1,1,0,104.0,113.0,275.42857142857144,263.9,1,3
2022-02-23,P003,299,85.68,0,South,2022,2,8,2,1,0,160.0,179.0,295.2857142857143,267.9,2,2
2022-02-24,P002,85,13.46,0,North,2022,2,8,3,1,0,201.0,359.0,278.7142857142857,258.76666666666665,1,1
2022-02-25,P003,288,91.16,0,South,2022,2,8,4,1,0,295.0,412.0,277.7142857142857,254.63333333333333,2,2
2022-02-26,P001,197,51.53,0,North,2022,2,8,5,1,1,455.0,242.0,240.85714285714286,253.13333333333333,0,1
2022-02-27,P001,276,67.35,0,North,2022,2,8,6,1,1,118.0,356.0,263.42857142857144,250.46666666666667,0,1
2022-02-28,P001,293,69.34,0,West,2022,2,9,0,1,0,361.0,230.0,253.71428571428572,252.56666666666666,0,3
2022-03-01,P001,386,90.56,0,South,2022,3,9,1,1,0,338.0,341.0,260.57142857142856,254.06666666666666,0,2
2022-03-02,P003,495,67.3,1,North,2022,3,9,2,1,0,299.0,420.0,288.57142857142856,256.56666666666666,2,1
2022-03-03,P002,414,65.25,0,East,2022,3,9,3,1,0,85.0,331.0,335.57142857142856,259.3333333333333,1,0
2022-03-04,P001,250,16.0,0,South,2022,3,9,4,1,0,288.0,78.0,330.14285714285717,265.06666666666666,0,2
2022-03-05,P002,203,56.66,0,South,2022,3,9,5,1,1,197.0,198.0,331.0,265.23333333333335,1,2
2022-03-06,P003,499,23.52,1,South,2022,3,9,6,1,1,276.0,316.0,362.85714285714283,271.3333333333333,2,2
2022-03-07,P003,122,76.37,0,West,2022,3,10,0,1,0,293.0,345.0,338.42857142857144,263.9,2,3
2022-03-08,P003,250,56.1,0,East,2022,3,10,1,1,0,386.0,60.0,319.0,270.23333333333335,2,0
2022-03-09,P001,345,71.22,1,South,2022,3,10,2,1,0,495.0,213.0,297.57142857142856,274.6333333333333,0,2
2022-03-10,P002,66,13.75,1,North,2022,3,10,3,1,0,414.0,162.0,247.85714285714286,271.43333333333334,1,1
2022-03-11,P002,178,17.63,0,North,2022,3,10,4,1,0,250.0,236.0,237.57142857142858,269.5,1,1
2022-03-12,P002,266,74.47,0,West,2022,3,10,5,1,1,203.0,344.0,246.57142857142858,266.9,1,3
2022-03-13,P003,110,16.49,0,North,2022,3,10,6,1,1,499.0,281.0,191.0,261.2,2,1
2022-03-14,P001,476,16.41,0,South,2022,3,11,0,1,0,122.0,276.0,241.57142857142858,267.8666666666667,0,2
2022-03-15,P003,153,11.09,0,North,2022,3,11,1,1,0,250.0,359.0,227.71428571428572,261.0,2,1
2022-03-16,P003,91,96.09,1,South,2022,3,11,2,1,0,345.0,147.0,191.42857142857142,259.1333333333333,2,2
2022-03-17,P002,74,76.38,0,North,2022,3,11,3,1,0,66.0,104.0,192.57142857142858,258.1333333333333,1,1
2022-03-18,P003,88,41.79,0,East,2022,3,11,4,1,0,178.0,160.0,179.71428571428572,255.73333333333332,2,0
2022-03-19,P002,340,36.69,0,West,2022,3,11,5,1,1,266.0,201.0,190.28571428571428,260.3666666666667,1,3
2022-03-20,P001,180,41.47,0,West,2022,3,11,6,1,1,110.0,295.0,200.28571428571428,256.53333333333336,0,3
2022-03-21,P002,278,79.72,0,East,2022,3,12,0,1,0,476.0,455.0,172.0,250.63333333333333,1,0
2022-03-22,P001,157,69.52,0,East,2022,3,12,1,1,0,153.0,118.0,172.57142857142858,251.93333333333334,0,0
2022-03-23,P002,221,26.67,0,West,2022,3,12,2,1,0,91.0,361.0,191.14285714285714,247.26666666666668,1,3
2022-03-24,P003,484,25.67,0,East,2022,3,12,3,1,0,74.0,338.0,249.71428571428572,252.13333333333333,2,0
2022-03-25,P003,151,18.86,0,South,2022,3,12,4,1,0,88.0,299.0,258.7142857142857,247.2,2,2
2022-03-26,P001,403,69.43,0,North,2022,3,12,5,1,1,340.0,85.0,267.7142857142857,257.8,0,1
2022-03-27,P001,61,78.79,1,West,2022,3,12,6,1,1,180.0,288.0,250.71428571428572,250.23333333333332,0,3
2022-03-28,P001,324,33.85,0,East,2022,3,13,0,1,0,278.0,197.0,257.2857142857143,254.46666666666667,0,0
2022-03-29,P002,150,11.89,0,South,2022,3,13,1,1,0,157.0,276.0,256.2857142857143,250.26666666666668,1,2
2022-03-30,P002,93,17.4,0,West,2022,3,13,2,1,0,221.0,293.0,238.0,243.6,1,3
2022-03-31,P001,492,97.11,0,East,2022,3,13,3,1,0,484.0,386.0,239.14285714285714,247.13333333333333,0,0
2022-04-01,P003,354,36.59,0,West,2022,4,13,4,2,0,151.0,495.0,268.14285714285717,242.43333333333334,2,3
2022-04-02,P002,494,79.23,0,East,2022,4,13,5,2,1,403.0,414.0,281.14285714285717,245.1,1,0
2022-04-03,P002,66,66.22,1,West,2022,4,13,6,2,1,61.0,250.0,281.85714285714283,238.96666666666667,1,3
2022-04-04,P002,379,44.37,0,South,2022,4,14,0,2,0,324.0,203.0,289.7142857142857,244.83333333333334,1,2
2022-04-05,P001,106,28.51,0,South,2022,4,14,1,2,0,150.0,499.0,283.42857142857144,231.73333333333332,0,2
2022-04-06,P001,360,20.92,0,North,2022,4,14,2,2,0,93.0,122.0,321.57142857142856,239.66666666666666,0,1
2022-04-07,P001,352,65.35,1,West,2022,4,14,3,2,0,492.0,250.0,301.57142857142856,243.06666666666666,0,3
2022-04-08,P001,61,79.72,0,North,2022,4,14,4,2,0,354.0,345.0,259.7142857142857,233.6,0,1
2022-04-09,P001,367,67.95,0,West,2022,4,14,5,2,1,494.0,66.0,241.57142857142858,243.63333333333333,0,3
2022-04-10,P003,129,57.73,0,East,2022,4,14,6,2,1,66.0,178.0,250.57142857142858,242.0,2,0
2022-04-11,P003,265,13.78,0,East,2022,4,15,0,2,0,379.0,266.0,234.28571428571428,241.96666666666667,2,0
2022-04-12,P001,388,97.16,1,North,2022,4,15,1,2,0,106.0,110.0,274.57142857142856,251.23333333333332,0,1
2022-04-13,P002,313,81.88,0,West,2022,4,15,2,2,0,360.0,476.0,267.85714285714283,245.8,1,3
2022-04-14,P001,198,36.35,0,North,2022,4,15,3,2,0,352.0,153.0,245.85714285714286,247.3,0,1
2022-04-15,P003,130,98.2,1,South,2022,4,15,4,2,0,61.0,91.0,255.71428571428572,248.6,2,2
2022-04-16,P003,264,64.17,1,North,2022,4,15,5,2,1,367.0,74.0,241.0,254.93333333333334,2,1
2022-04-17,P002,423,62.42,1,North,2022,4,15,6,2,1,129.0,88.0,283.0,266.1,1,1
2022-04-18,P003,247,77.33,0,East,2022,4,16,0,2,0,265.0,340.0,280.42857142857144,263.0,2,0
2022-04-19,P001,249,83.06,0,North,2022,4,16,1,2,0,388.0,180.0,260.57142857142856,265.3,0,1
2022-04-20,P002,74,69.08,0,West,2022,4,16,2,2,0,313.0,278.0,226.42857142857142,258.5,1,3
2022-04-21,P001,138,21.53,0,East,2022,4,16,3,2,0,198.0,157.0,217.85714285714286,257.8666666666667,0,0
2022-04-22,P001,317,40.44,0,North,2022,4,16,4,2,0,130.0,221.0,244.57142857142858,261.06666666666666,0,1
2022-04-23,P002,192,93.53,0,South,2022,4,16,5,2,1,264.0,484.0,234.28571428571428,251.33333333333334,1,2
2022-04-24,P001,108,30.22,0,North,2022,4,16,6,2,1,423.0,151.0,189.28571428571428,249.9,0,1
2022-04-25,P003,459,43.5,0,North,2022,4,17,0,2,0,247.0,403.0,219.57142857142858,251.76666666666668,2,1
2022-04-26,P001,414,48.89,0,North,2022,4,17,1,2,0,249.0,61.0,243.14285714285714,263.53333333333336,0,1
2022-04-27,P002,75,49.55,0,East,2022,4,17,2,2,0,74.0,324.0,243.28571428571428,255.23333333333332,1,0
2022-04-28,P002,96,65.16,1,West,2022,4,17,3,2,0,138.0,150.0,237.28571428571428,253.43333333333334,1,3
2022-04-29,P002,337,94.88,0,South,2022,4,17,4,2,0,317.0,93.0,240.14285714285714,261.56666666666666,1,2
2022-04-30,P001,315,31.66,0,North,2022,4,17,5,2,1,192.0,492.0,257.7142857142857,255.66666666666666,0,1
2022-05-01,P002,65,20.94,0,West,2022,5,17,6,2,1,108.0,354.0,251.57142857142858,246.03333333333333,1,3
2022-05-02,P002,248,27.77,0,West,2022,5,18,0,2,0,459.0,494.0,221.42857142857142,237.83333333333334,1,3
2022-05-03,P001,450,89.82,0,East,2022,5,18,1,2,0,414.0,66.0,226.57142857142858,250.63333333333333,0,0
2022-05-04,P003,456,68.12,0,South,2022,5,18,2,2,0,75.0,379.0,281.0,253.2,2,2
2022-05-05,P001,331,35.73,0,East,2022,5,18,3,2,0,96.0,106.0,314.57142857142856,260.7,0,0
2022-05-06,P002,135,83.44,0,West,2022,5,18,4,2,0,337.0,360.0,285.7142857142857,253.2,1,3
2022-05-07,P002,299,87.52,0,West,2022,5,18,5,2,1,315.0,352.0,283.42857142857144,251.43333333333334,1,3
2022-05-08,P001,440,86.19,0,West,2022,5,18,6,2,1,65.0,61.0,337.0,264.06666666666666,0,3
2022-05-09,P003,319,92.7,1,East,2022,5,19,0,2,0,248.0,367.0,347.14285714285717,262.46666666666664,2,0
2022-05-10,P002,384,32.7,1,South,2022,5,19,1,2,0,450.0,129.0,337.7142857142857,270.96666666666664,1,2
2022-05-11,P002,166,77.95,0,North,2022,5,19,2,2,0,456.0,265.0,296.2857142857143,267.6666666666667,1,1
2022-05-12,P002,56,51.45,0,East,2022,5,19,3,2,0,331.0,388.0,257.0,256.6,1,0
2022-05-13,P001,186,85.78,0,West,2022,5,19,4,2,0,135.0,313.0,264.2857142857143,252.36666666666667,0,3
2022-05-14,P002,420,75.56,1,East,2022,5,19,5,2,1,299.0,198.0,281.57142857142856,259.76666666666665,1,0
