Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,year,month,week,quarter,day_of_week,sales_lag_1,sales_lag_4,sales_lag_52,rolling_mean_4,rolling_mean_12
30,2010-11-12,431266.64,0,60.95,2.728,211.6608975,8.163,2010,11,45,4,4,1828010.25,979730.78,1115138.51,918274.9849999999,957083.3491666666
29,2010-11-12,524450.7,0,44.42,2.961,132.9783226,10.524,2010,11,45,4,4,431266.64,272803.94,213538.32,981186.6749999998,960399.085
28,2010-11-12,1266460.45,0,57.79,3.13,126.5461613,14.313,2010,11,45,4,4,524450.7,1141019.11,438334.39,1012547.0099999999,1022520.5416666666
31,2010-11-12,1352780.76,0,60.95,2.728,211.6608975,8.163,2010,11,45,4,4,1266460.45,1828010.25,2184316.64,893739.6375,1010113.6666666666
35,2010-11-12,870914.69,0,45.9,2.931,136.8349032,8.763,2010,11,45,4,4,1352780.76,431266.64,929690.71,1003651.6499999999,942189.0558333335
45,2010-11-12,765648.93,0,46.14,2.931,182.9916129,8.724,2010,11,45,4,4,870914.69,524450.7,1435379.25,1063951.2075,925141.0908333333
37,2010-11-12,517546.69,0,61.97,2.728,210.7667944,8.476,2010,11,45,4,4,765648.93,1266460.45,1089530.94,876722.7674999998,910243.7708333334
38,2010-11-12,340147.2,0,57.79,3.13,126.5461613,14.313,2010,11,45,4,4,517546.69,1352780.76,818434.49,623564.3775,857565.0116666667
39,2010-11-12,1291398.71,0,62.21,2.728,210.7667944,8.476,2010,11,45,4,4,340147.2,870914.69,446905.02,728685.3824999998,883537.3391666667
40,2010-11-12,935481.32,0,38.5,2.961,132.9783226,5.287,2010,11,45,4,4,1291398.71,765648.93,612987.64,771143.4799999999,938760.4541666667
41,2010-11-12,1175326.23,0,38.99,2.737,191.0411474,7.508,2010,11,45,4,4,935481.32,517546.69,2078417.47,935588.3649999999,941619.3808333334
42,2010-11-12,588592.61,0,61.24,3.13,126.5461613,9.003,2010,11,45,4,4,1175326.23,340147.2,1854967.66,997699.7174999999,838334.5775
43,2010-11-12,595421.23,0,59.98,2.728,203.9185484,10.21,2010,11,45,4,4,588592.61,1291398.71,1332759.13,823705.3474999998,852014.1266666668
44,2010-11-12,281909.79,0,42.55,2.831,126.5461613,7.61,2010,11,45,4,4,595421.23,935481.32,1505442.15,660312.4649999999,831802.3841666667
26,2010-11-12,971193.01,0,37.51,2.961,132.9783226,8.149,2010,11,45,4,4,281909.79,1175326.23,517869.97,609279.1599999999,807196.7641666667
36,2010-11-12,425804.8,0,61.97,2.705,210.7667944,8.476,2010,11,45,4,4,971193.01,588592.61,927266.34,568582.2074999999,729948.7675
25,2010-11-12,713250.08,0,40.68,2.931,205.2098614,7.484,2010,11,45,4,4,425804.8,595421.23,480512.44,598039.4199999999,716810.0499999999
14,2010-11-12,2092189.06,0,46.14,2.931,182.9916129,8.724,2010,11,45,4,4,713250.08,281909.79,325310.3,1050609.2374999998,827355.0608333332
23,2010-11-12,1387953.75,0,35.59,2.961,132.9783226,5.287,2010,11,45,4,4,2092189.06,971193.01,2013115.79,1154799.4224999999,899888.9824999999
3,2010-11-12,386635.03,0,62.79,2.728,215.3256258,7.564,2010,11,45,4,4,1387953.75,425804.8,423175.56,1145006.98,903762.9683333334
4,2010-11-12,1999794.26,0,52.65,2.741,126.5461613,7.127,2010,11,45,4,4,386635.03,713250.08,1939061.41,1466643.025,962795.9308333333
5,2010-11-12,301827.36,0,62.37,2.728,212.5604113,6.768,2010,11,45,4,4,1999794.26,2092189.06,1551659.28,1019052.6,909991.4341666666
6,2010-11-12,1495536.46,0,62.11,2.728,213.5268011,7.007,2010,11,45,4,4,301827.36,1387953.75,719888.76,1045948.2774999999,936675.6200000001
7,2010-11-12,507584.29,0,22.12,2.737,191.0411474,9.137,2010,11,45,4,4,1495536.46,386635.03,1832211.96,1076185.5924999998,929924.9266666666
8,2010-11-12,911538.98,0,54.89,2.728,215.3721,6.433,2010,11,45,4,4,507584.29,1999794.26,1006888.16,804121.7725,956268.0724999999
9,2010-11-12,520846.68,0,61.59,2.728,215.5557297,6.56,2010,11,45,4,4,911538.98,301827.36,764014.06,858876.6024999999,976179.48
10,2010-11-12,1895901.59,0,61.24,3.13,126.5461613,9.003,2010,11,45,4,4,520846.68,1495536.46,1285358.01,958967.8849999999,1053238.5283333333
11,2010-11-12,1281675.6,0,63.74,2.728,215.3256258,7.564,2010,11,45,4,4,1895901.59,507584.29,270516.84,1152490.7125,1124561.095
12,2010-11-12,942475.24,0,57.79,3.13,126.5461613,14.313,2010,11,45,4,4,1281675.6,911538.98,605960.2,1160224.7774999999,1143663.1916666667
13,2010-11-12,1939964.63,0,42.55,2.831,126.5461613,7.795,2010,11,45,4,4,942475.24,520846.68,565390.4,1515004.265,1130977.8225
15,2010-11-12,619639.74,0,39.63,3.065,132.9783226,8.067,2010,11,45,4,4,1939964.63,1895901.59,1163878.49,1195938.8024999998,1066951.655
16,2010-11-12,453632.76,0,34.04,2.737,191.0411474,6.986,2010,11,45,4,4,619639.74,1281675.6,968270.66,988928.0924999998,1072534.7991666666
17,2010-11-12,855459.96,0,36.32,2.831,126.5461613,6.885,2010,11,45,4,4,453632.76,942475.24,1203119.96,967174.2724999997,977173.6074999999
18,2010-11-12,1081322.12,0,43.17,2.961,132.9783226,9.331,2010,11,45,4,4,855459.96,1939964.63,380870.09,752513.6449999999,1042131.5041666668
19,2010-11-12,1490235.86,0,40.3,3.065,132.9783226,8.067,2010,11,45,4,4,1081322.12,619639.74,539683.42,970162.675,1041689.7875
20,2010-11-12,2187765.28,0,42.38,2.931,205.2098614,7.484,2010,11,45,4,4,1490235.86,453632.76,405860.37,1403695.8049999997,1181704.87
21,2010-11-12,735796.38,0,60.95,2.728,211.6608975,8.163,2010,11,45,4,4,2187765.28,855459.96,843755.12,1373779.91,1167059.6533333333
22,2010-11-12,1043698.64,0,44.42,2.961,136.8349032,8.572,2010,11,45,4,4,735796.38,1081322.12,1293707.19,1364374.0399999998,1210630.6500000001
24,2010-11-12,1312877.01,0,41.76,3.065,132.9783226,8.275,2010,11,45,4,4,1043698.64,1490235.86,246124.61,1320034.3274999997,1162045.2683333333
2,2010-11-12,1916812.74,0,59.69,2.728,211.6608975,8.163,2010,11,45,4,4,1312877.01,2187765.28,1063056.21,1252296.1925,1214973.3633333335
1,2010-11-12,1494479.49,0,59.61,2.728,212.003944,7.838,2010,11,45,4,4,1916812.74,735796.38,1324455.72,1441966.97,1260973.7175
2,2010-11-19,1956739.17,0,50.81,2.771,211.5470304,8.163,2010,11,46,4,4,1494479.49,1043698.64,484661.87,1670227.1025,1262371.5958333334
24,2010-11-19,1277150.6,0,45.63,3.138,132.9172,8.275,2010,11,46,4,4,1956739.17,1312877.01,521002.97,1661295.4999999998,1317164.1675
23,2010-11-19,1314994.32,0,41.66,3.03,132.9172,5.287,2010,11,46,4,4,1277150.6,1916812.74,1501663.26,1510840.895,1388944.2975
22,2010-11-19,985896.44,0,48.62,3.03,136.7715714,8.572,2010,11,46,4,4,1314994.32,1494479.49,1686010.02,1383695.1324999998,1399814.0041666667
21,2010-11-19,756288.89,0,51.71,2.771,211.5470304,8.163,2010,11,46,4,4,985896.44,1956739.17,970224.51,1083582.5625,1372727.9016666666
20,2010-11-19,2105058.91,0,45.88,3.0,205.0992811,7.484,2010,11,46,4,4,756288.89,1277150.6,696314.53,1290559.64,1423963.1558333335
19,2010-11-19,1377593.1,0,44.22,3.138,132.9172,8.067,2010,11,46,4,4,2105058.91,1314994.32,972292.31,1306209.335,1356448.8074999999
18,2010-11-19,1045722.37,0,45.26,3.03,132.9172,9.331,2010,11,46,4,4,1377593.1,985896.44,979730.78,1321165.8175000001,1382275.9733333334
17,2010-11-19,782252.57,0,36.31,2.842,126.6072,6.885,2010,11,46,4,4,1045722.37,756288.89,272803.94,1327656.7374999998,1360488.8008333333
16,2010-11-19,458634.68,0,27.26,2.758,191.0312172,6.986,2010,11,46,4,4,782252.57,2105058.91,1141019.11,916050.6799999999,1289301.94
15,2010-11-19,608200.81,0,44.1,3.138,132.9172,8.067,2010,11,46,4,4,458634.68,1377593.1,1828010.25,723702.6074999999,1180250.9458333333
14,2010-11-19,1968462.58,0,50.02,3.0,182.8989385,8.724,2010,11,46,4,4,608200.81,1045722.37,431266.64,954387.6599999999,1219749.5366666666
13,2010-11-19,1925393.91,0,42.0,2.842,126.6072,7.795,2010,11,46,4,4,1968462.58,782252.57,524450.7,1240172.9949999999,1217137.4316666666
12,2010-11-19,894493.7,0,58.18,3.161,126.6072,14.313,2010,11,46,4,4,1925393.91,458634.68,1266460.45,1349137.75,1185249.3566666667
11,2010-11-19,1292346.57,0,58.63,2.771,215.2074519,7.564,2010,11,46,4,4,894493.7,608200.81,1352780.76,1520174.19,1183362.0441666667
10,2010-11-19,1949177.13,0,58.83,3.047,126.6072,9.003,2010,11,46,4,4,1292346.57,1968462.58,870914.69,1515352.8274999997,1263635.435
9,2010-11-19,519823.3,0,49.96,2.771,215.4372854,6.56,2010,11,46,4,4,1949177.13,1925393.91,765648.93,1163960.1749999998,1243929.9691666665
8,2010-11-19,885608.04,0,43.86,2.771,215.2538714,6.433,2010,11,46,4,4,519823.3,894493.7,517546.69,1161738.7599999998,1142309.0633333332
25,2010-11-19,718056.73,0,42.72,3.0,205.0992811,7.484,2010,11,46,4,4,885608.04,1292346.57,340147.2,1018166.2999999998,1087347.6991666667
7,2010-11-19,482528.36,0,25.56,2.758,191.0312172,9.137,2010,11,46,4,4,718056.73,1949177.13,1291398.71,651504.1074999999,1040414.8650000001
26,2010-11-19,901972.7,0,36.73,3.03,132.9172,8.149,2010,11,46,4,4,482528.36,519823.3,935481.32,747041.4574999999,1050391.5425
28,2010-11-19,1179315.72,0,58.18,3.161,126.6072,14.313,2010,11,46,4,4,901972.7,885608.04,1175326.23,820468.3774999998,1110448.2958333334
45,2010-11-19,723987.85,0,50.02,3.0,182.8989385,8.724,2010,11,46,4,4,1179315.72,718056.73,588592.61,821951.1574999999,1120097.2158333333
44,2010-11-19,284322.52,0,42.0,2.842,126.6072,7.61,2010,11,46,4,4,723987.85,482528.36,595421.23,772399.6974999999,979752.2108333333
43,2010-11-19,589467.35,0,54.96,2.771,203.8191286,10.21,2010,11,46,4,4,284322.52,901972.7,281909.79,694273.3599999999,868424.9975
42,2010-11-19,524316.21,0,58.83,3.047,126.6072,9.003,2010,11,46,4,4,589467.35,1179315.72,971193.01,530523.4824999999,837576.8733333334
41,2010-11-19,1172155.28,0,31.34,2.758,191.0312172,7.508,2010,11,46,4,4,524316.21,723987.85,425804.8,642565.3399999999,827560.9325000001
40,2010-11-19,852452.93,0,40.52,3.03,132.9172,5.287,2010,11,46,4,4,1172155.28,284322.52,713250.08,784597.9424999999,736167.2491666666
39,2010-11-19,1370659.54,0,55.5,2.771,210.65429,8.476,2010,11,46,4,4,852452.93,589467.35,2092189.06,979895.99,807070.2691666667
38,2010-11-19,348593.99,0,58.18,3.161,126.6072,14.313,2010,11,46,4,4,1370659.54,524316.21,1387953.75,935965.435,762319.0983333335
37,2010-11-19,518124.16,0,56.73,2.771,210.65429,8.476,2010,11,46,4,4,348593.99,1172155.28,386635.03,772457.6549999999,745658.0508333334
36,2010-11-19,411615.71,0,56.73,2.741,210.65429,8.476,2010,11,46,4,4,518124.16,852452.93,1999794.26,662248.3499999999,739748.6633333334
35,2010-11-19,846850.35,0,50.81,3.0,136.7715714,8.763,2010,11,46,4,4,411615.71,1370659.54,301827.36,531296.0524999999,735155.1341666667
34,2010-11-19,955766.33,0,40.93,2.78,126.6072,10.21,2010,11,46,4,4,846850.35,348593.99,1495536.46,683089.1374999998,716526.0183333334
33,2010-11-19,224639.76,0,61.95,3.047,126.6072,9.265,2010,11,46,4,4,955766.33,518124.16,507584.29,609718.0374999999,674913.6775000001
32,2010-11-19,1150729.89,0,36.24,2.758,191.0312172,9.137,2010,11,46,4,4,224639.76,411615.71,911538.98,794496.5824999998,747114.2916666666
31,2010-11-19,1359158.57,0,51.71,2.771,211.5470304,8.163,2010,11,46,4,4,1150729.89,846850.35,520846.68,922573.6375,811255.2266666667
30,2010-11-19,423707.69,0,51.71,2.771,211.5470304,8.163,2010,11,46,4,4,1359158.57,955766.33,1895901.59,789558.9774999999,802871.1833333332
29,2010-11-19,508174.55,0,48.62,3.03,132.9172,10.524,2010,11,46,4,4,423707.69,224639.76,1281675.6,860442.6749999998,747539.4558333334
27,2010-11-19,1704785.74,0,50.81,3.138,136.7715714,8.021,2010,11,46,4,4,508174.55,1150729.89,942475.24,998956.6375,818567.1900000001
3,2010-11-19,372545.32,0,57.72,2.771,215.2074519,7.564,2010,11,46,4,4,1704785.74,1359158.57,1939964.63,752303.3249999998,735391.0049999999
6,2010-11-19,1518841.45,0,52.99,2.771,213.4107412,7.007,2010,11,46,4,4,372545.32,423707.69,619639.74,1026086.7649999999,832911.6266666666
1,2010-11-19,1483784.18,0,51.41,2.771,211.8896737,7.838,2010,11,46,4,4,1518841.45,508174.55,453632.76,1269989.1724999999,913383.2949999999
5,2010-11-19,297384.81,0,52.52,2.771,212.445487,6.768,2010,11,46,4,4,1483784.18,1704785.74,855459.96,918138.9399999998,903864.0533333333
4,2010-11-19,2097809.4,0,48.05,2.78,126.6072,7.127,2010,11,46,4,4,297384.81,372545.32,1081322.12,1349454.96,1008110.6408333335
2,2010-11-26,2658725.29,1,62.98,2.735,211.4062867,8.163,2010,11,47,4,4,2097809.4,1518841.45,1490235.86,1634425.92,1150023.8875
26,2010-11-26,1286833.62,1,28.11,3.07,132.8369333,8.149,2010,11,47,4,4,2658725.29,1483784.18,2187765.28,1585188.2799999998,1238540.0425000002
27,2010-11-26,2627910.75,1,46.67,3.186,136.6895714,8.021,2010,11,47,4,4,1286833.62,297384.81,735796.38,2167819.765,1361638.4475
28,2010-11-26,1937033.5,1,47.66,3.162,126.6692667,14.313,2010,11,47,4,4,2627910.75,2097809.4,1043698.64,2127625.79,1409794.6916666667
29,2010-11-26,975268.91,1,44.61,3.07,132.8369333,10.524,2010,11,47,4,4,1937033.5,2658725.29,1312877.01,1706761.6949999998,1455758.1266666667
30,2010-11-26,462732.36,1,62.96,2.735,211.4062867,8.163,2010,11,47,4,4,975268.91,1286833.62,1916812.74,1500736.38,1451971.2774999999
31,2010-11-26,1858856.06,1,62.96,2.735,211.4062867,8.163,2010,11,47,4,4,462732.36,2627910.75,1494479.49,1308472.7075,1464810.4708333332
32,2010-11-26,1634635.86,1,29.97,2.742,191.0121805,9.137,2010,11,47,4,4,1858856.06,1937033.5,1956739.17,1232873.2974999999,1569984.6824999999
35,2010-11-26,1781866.98,1,46.67,3.039,136.6895714,8.763,2010,11,47,4,4,1634635.86,975268.91,1277150.6,1434522.815,1591903.4766666666
36,2010-11-26,408891.49,1,67.73,2.725,210.5152765,8.476,2010,11,47,4,4,1781866.98,462732.36,1314994.32,1421062.5975000001,1502329.0858333334
37,2010-11-26,518220.72,1,67.73,2.735,210.5152765,8.476,2010,11,47,4,4,408891.49,1858856.06,985896.44,1085903.7625,1520732.0783333334
38,2010-11-26,360857.98,1,47.66,3.162,126.6692667,14.313,2010,11,47,4,4,518220.72,1634635.86,756288.89,767459.2924999997,1375986.1266666667
39,2010-11-26,2149355.2,1,67.75,2.735,210.5152765,8.476,2010,11,47,4,4,360857.98,1781866.98,2105058.91,859331.3474999999,1333538.6191666666
40,2010-11-26,1166142.85,1,32.94,3.07,132.8369333,5.287,2010,11,47,4,4,2149355.2,408891.49,1377593.1,1048644.1875,1323481.055
41,2010-11-26,1866681.57,1,25.3,2.742,191.0121805,7.508,2010,11,47,4,4,1166142.85,518220.72,1045722.37,1385759.4,1260045.29
42,2010-11-26,522296.71,1,55.33,3.162,126.6692667,9.003,2010,11,47,4,4,1866681.57,360857.98,782252.57,1426119.0824999998,1142150.5574999999
44,2010-11-26,307646.5,1,28.22,2.83,126.6692667,7.61,2010,11,47,4,4,522296.71,2149355.2,458634.68,965691.9075,1086515.3566666667
45,2010-11-26,1182500.16,1,46.15,3.039,182.7832769,8.724,2010,11,47,4,4,307646.5,1166142.85,608200.81,969781.2349999999,1146496.0066666666
25,2010-11-26,1115240.61,1,43.43,3.039,204.9621,7.484,2010,11,47,4,4,1182500.16,1866681.57,1968462.58,781920.9949999999,1084528.0525
3,2010-11-26,565567.84,1,68.71,2.735,215.0614025,7.564,2010,11,47,4,4,1115240.61,522296.71,1925393.91,792738.7774999999,995439.0508333333
24,2010-11-26,1779276.51,1,41.92,3.186,132.8369333,8.275,2010,11,47,4,4,565567.84,307646.5,894493.7,1160646.2799999998,995223.1783333333
23,2010-11-26,2072685.05,1,34.95,3.07,132.8369333,5.287,2010,11,47,4,4,1779276.51,1182500.16,1292346.57,1383192.5025,1133872.6416666668
1,2010-11-26,1955624.11,1,64.52,2.735,211.7484333,7.838,2010,11,47,4,4,2072685.05,1115240.61,1949177.13,1593288.3775,1253656.2575
4,2010-11-26,2789469.45,1,48.08,2.752,126.6692667,7.127,2010,11,47,4,4,1955624.11,565567.84,519823.3,2149263.78,1456040.5466666669
5,2010-11-26,488362.61,1,66.15,2.735,212.303441,6.768,2010,11,47,4,4,2789469.45,1779276.51,885608.04,1826535.305,1317624.4975
6,2010-11-26,2267452.4,1,65.79,2.735,213.2672961,7.007,2010,11,47,4,4,488362.61,2072685.05,718056.73,1875227.1425,1409400.2933333332
7,2010-11-26,835189.26,1,17.95,2.742,191.0121805,9.137,2010,11,47,4,4,2267452.4,1955624.11,482528.36,1595118.43,1323442.6008333333
8,2010-11-26,1261693.16,1,51.07,2.735,215.1077548,6.433,2010,11,47,4,4,835189.26,2789469.45,901972.7,1213174.3575,1385058.9716666667
9,2010-11-26,768070.53,1,60.18,2.735,215.2909028,6.56,2010,11,47,4,4,1261693.16,488362.61,1179315.72,1283101.3374999997,1423427.6408333334
10,2010-11-26,2939946.38,1,55.33,3.162,126.6692667,9.003,2010,11,47,4,4,768070.53,2267452.4,723987.85,1451224.8324999998,1569881.4925
11,2010-11-26,1757242.51,1,69.9,2.735,215.0614025,7.564,2010,11,47,4,4,2939946.38,835189.26,284322.52,1681738.1449999998,1623381.6508333336
43,2010-11-26,633520.34,1,54.76,2.735,203.6952786,10.21,2010,11,47,4,4,1757242.51,1261693.16,589467.35,1524694.9399999997,1629044.3591666669
12,2010-11-26,1601377.41,1,47.66,3.162,126.6692667,14.313,2010,11,47,4,4,633520.34,768070.53,524316.21,1733021.6599999997,1614219.4341666668
14,2010-11-26,2921709.71,1,46.15,3.039,182.7832769,8.724,2010,11,47,4,4,1601377.41,2939946.38,1172155.28,1728462.4924999997,1684971.4891666665
15,2010-11-26,1120018.92,1,40.71,3.186,132.8369333,8.067,2010,11,47,4,4,2921709.71,1757242.51,852452.93,1569156.5949999997,1615337.7233333334
16,2010-11-26,651837.77,1,23.46,2.742,191.0121805,6.986,2010,11,47,4,4,1120018.92,633520.34,1370659.54,1573735.9524999997,1437201.75
17,2010-11-26,1005448.76,1,19.03,2.83,126.6692667,6.885,2010,11,47,4,4,651837.77,1601377.41,348593.99,1424753.7899999998,1480292.2625
18,2010-11-26,1653759.36,1,40.81,3.07,132.8369333,9.331,2010,11,47,4,4,1005448.76,2921709.71,518124.16,1107766.2024999997,1429151.1758333333
19,2010-11-26,1993367.83,1,42.62,3.186,132.8369333,8.067,2010,11,47,4,4,1653759.36,1120018.92,411615.71,1326103.4299999997,1525666.0566666666
20,2010-11-26,2811634.04,1,46.66,3.039,204.9621,7.484,2010,11,47,4,4,1993367.83,651837.77,846850.35,1866052.4975,1654827.7966666666
21,2010-11-26,1245628.61,1,62.96,2.735,211.4062867,8.163,2010,11,47,4,4,2811634.04,1005448.76,955766.33,1926097.4599999997,1694624.3033333335
22,2010-11-26,1564502.26,1,44.61,3.07,136.6895714,8.572,2010,11,47,4,4,1245628.61,1653759.36,224639.76,1903783.1849999996,1580003.96
13,2010-11-26,2766400.05,1,28.22,2.83,126.6692667,7.795,2010,11,47,4,4,1564502.26,1993367.83,1150729.89,2097041.2399999998,1664100.4216666666
34,2010-11-26,1309476.68,1,41.13,2.752,126.6692667,10.21,2010,11,47,4,4,2766400.05,2811634.04,1359158.57,1721501.9,1720430.1166666665
33,2010-11-26,240044.57,1,56.87,3.162,126.6692667,9.265,2010,11,47,4,4,1309476.68,1245628.61,423707.69,1470105.8899999997,1606985.7133333336
1,2010-12-03,1548033.78,0,49.27,2.708,211.607193,7.838,2010,12,48,4,4,240044.57,1564502.26,508174.55,1465988.7699999998,1492512.719166667
26,2010-12-03,1016143.64,0,27.73,3.065,132.7566667,8.149,2010,12,48,4,4,1548033.78,2766400.05,1704785.74,1028424.6674999997,1483856.445833333
27,2010-12-03,1884343.67,0,41.81,3.2,136.6075714,8.021,2010,12,48,4,4,1016143.64,1309476.68,372545.32,1172141.4149999998,1586565.2708333333
28,2010-12-03,1447916.29,0,43.33,3.041,126.7313333,14.313,2010,12,48,4,4,1884343.67,240044.57,1518841.45,1474109.3449999997,1623437.5650000002
29,2010-12-03,642678.53,0,39.42,3.065,132.7566667,10.524,2010,12,48,4,4,1447916.29,1548033.78,1483784.18,1247770.5324999997,1539180.8291666666
30,2010-12-03,407112.22,0,50.43,2.708,211.265543,8.163,2010,12,48,4,4,642678.53,1016143.64,297384.81,1095512.6774999998,1406992.8616666666
31,2010-12-03,1338716.37,0,50.43,2.708,211.265543,8.163,2010,12,48,4,4,407112.22,1884343.67,2097809.4,959105.8524999998,1284249.7225
32,2010-12-03,1200892.56,0,35.18,2.712,190.9931437,9.137,2010,12,48,4,4,1338716.37,1447916.29,2658725.29,897349.9199999998,1280521.7183333335
33,2010-12-03,209986.25,0,52.82,3.041,126.7313333,9.265,2010,12,48,4,4,1200892.56,642678.53,1286833.62,789176.8499999999,1167645.3841666665
34,2010-12-03,1001512.21,0,34.7,2.727,126.7313333,10.21,2010,12,48,4,4,209986.25,407112.22,2627910.75,937776.8474999998,1020571.3975
25,2010-12-03,885572.96,0,32.41,3.046,204.8249189,7.484,2010,12,48,4,4,1001512.21,1338716.37,1937033.5,824490.9949999998,985246.0875
35,2010-12-03,982598.88,0,41.81,3.046,136.6075714,8.763,2010,12,48,4,4,885572.96,1200892.56,975268.91,769917.5749999997,1047125.6133333333
37,2010-12-03,508213.14,0,54.44,2.708,210.376263,8.476,2010,12,48,4,4,982598.88,209986.25,462732.36,844474.2974999998,960473.8933333334
38,2010-12-03,351925.36,0,43.33,3.041,126.7313333,14.313,2010,12,48,4,4,508213.14,1001512.21,1858856.06,682077.5849999997,905122.37
39,2010-12-03,1431910.98,0,53.55,2.708,210.376263,8.476,2010,12,48,4,4,351925.36,885572.96,1634635.86,818662.0899999997,867419.6458333334
40,2010-12-03,1000582.06,0,33.6,3.065,132.7566667,5.287,2010,12,48,4,4,1431910.98,982598.88,1781866.98,823157.8849999998,830141.7933333333
41,2010-12-03,1220115.75,0,33.0,2.712,190.9931437,7.508,2010,12,48,4,4,1000582.06,508213.14,408891.49,1001133.5374999997,878261.5616666665
42,2010-12-03,500250.8,0,51.17,3.041,126.7313333,9.003,2010,12,48,4,4,1220115.75,351925.36,518220.72,1038214.8974999997,886023.11
43,2010-12-03,557543.62,0,44.56,2.708,203.5714286,10.21,2010,12,48,4,4,500250.8,1431910.98,360857.98,819623.0574999998,820925.3808333334
44,2010-12-03,264214.12,0,25.8,2.812,126.7313333,7.61,2010,12,48,4,4,557543.62,1000582.06,2149355.2,635531.0724999998,742868.8441666667
45,2010-12-03,879244.9,0,40.93,3.046,182.6676154,8.724,2010,12,48,4,4,264214.12,1220115.75,1166142.85,550313.3599999998,798640.3983333333
36,2010-12-03,360266.09,0,54.44,2.694,210.376263,8.476,2010,12,48,4,4,879244.9,500250.8,1866681.57,515317.18249999976,745203.2216666667
24,2010-12-03,1413302.7,0,37.08,3.2,132.7566667,8.275,2010,12,48,4,4,360266.09,557543.62,522296.71,729256.9524999998,789180.7000000001
2,2010-12-03,2015781.27,0,49.33,2.708,211.265543,8.163,2010,12,48,4,4,1413302.7,264214.12,307646.5,1167148.7399999998,875279.2324999999
4,2010-12-03,2102530.17,0,46.4,2.727,126.7313333,7.127,2010,12,48,4,4,2015781.27,879244.9,1182500.16,1472970.0574999996,1008138.985
23,2010-12-03,1617025.41,0,34.3,3.065,132.7566667,5.287,2010,12,48,4,4,2102530.17,360266.09,1115240.61,1787159.8874999997,1113563.9891666665
3,2010-12-03,476420.77,0,53.76,2.708,214.9153531,7.564,2010,12,48,4,4,1617025.41,1413302.7,565567.84,1552939.4049999998,1033939.805
5,2010-12-03,344490.88,0,51.31,2.708,212.1613951,6.768,2010,12,48,4,4,476420.77,2015781.27,1779276.51,1135116.8074999999,979265.54
6,2010-12-03,1677067.24,0,52.3,2.708,213.123851,7.007,2010,12,48,4,4,344490.88,2102530.17,2072685.05,1028751.0749999997,1017344.8308333332
7,2010-12-03,552811.62,0,21.88,2.712,190.9931437,9.137,2010,12,48,4,4,1677067.24,1617025.41,1955624.11,762697.6274999997,1021724.8991666666
8,2010-12-03,952766.93,0,42.85,2.708,214.9616381,6.433,2010,12,48,4,4,552811.62,476420.77,2789469.45,881784.1674999997,1054660.175
10,2010-12-03,2251206.64,0,51.17,3.041,126.7313333,9.003,2010,12,48,4,4,952766.93,344490.88,488362.61,1358463.1075,1220242.885
11,2010-12-03,1380522.64,0,55.9,2.708,214.9153531,7.564,2010,12,48,4,4,2251206.64,1677067.24,2267452.4,1284326.9574999998,1262016.03
12,2010-12-03,1069533.17,0,43.33,3.041,126.7313333,14.313,2010,12,48,4,4,1380522.64,552811.62,835189.26,1413507.3449999997,1321121.62
9,2010-12-03,578164.82,0,49.89,2.708,215.1445203,6.56,2010,12,48,4,4,1069533.17,952766.93,1261693.16,1319856.8175,1251526.7966666666
14,2010-12-03,2258489.63,0,40.93,3.046,182.6676154,8.724,2010,12,48,4,4,578164.82,2251206.64,768070.53,1321677.5649999997,1271752.4933333334
13,2010-12-03,2083379.89,0,25.8,2.812,126.7313333,7.795,2010,12,48,4,4,2258489.63,1380522.64,2939946.38,1497391.8774999997,1270156.6366666667
21,2010-12-03,829210.73,0,50.43,2.708,211.265543,8.163,2010,12,48,4,4,2083379.89,1069533.17,1757242.51,1437311.2674999998,1204505.4133333333
20,2010-12-03,2416051.17,0,35.47,3.046,204.8249189,7.484,2010,12,48,4,4,829210.73,578164.82,633520.34,1896782.8549999997,1366141.28
19,2010-12-03,1615987.96,0,36.64,3.2,132.7566667,8.067,2010,12,48,4,4,2416051.17,2258489.63,1601377.41,1736157.4374999998,1472099.3699999999
22,2010-12-03,1230514.58,0,39.42,3.065,136.6075714,8.572,2010,12,48,4,4,1615987.96,2083379.89,2921709.71,1522941.1099999999,1434886.6483333334
17,2010-12-03,926573.81,0,22.47,2.812,126.7313333,6.885,2010,12,48,4,4,1230514.58,829210.73,1120018.92,1547281.88,1466033.4974999998
16,2010-12-03,512260.59,0,23.68,2.712,190.9931437,6.986,2010,12,48,4,4,926573.81,2416051.17,651837.77,1071334.2349999999,1429324.6358333332
15,2010-12-03,754134.95,0,36.0,3.2,132.7566667,8.067,2010,12,48,4,4,512260.59,1615987.96,1005448.76,855870.9824999998,1304568.6616666666
18,2010-12-03,1211026.13,0,37.09,3.065,132.7566667,9.331,2010,12,48,4,4,754134.95,1230514.58,1653759.36,850998.8699999998,1290443.9525
12,2010-12-10,1121934.15,0,50.01,3.203,126.7934,14.313,2010,12,49,4,4,1211026.13,926573.81,1993367.83,899838.9549999997,1294810.7008333334
19,2010-12-10,1799070.98,0,25.12,3.255,132.6764,8.067,2010,12,49,4,4,1121934.15,512260.59,2811634.04,1221541.5524999998,1396552.8808333334
